"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count"
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",jackson-databind-2.8.7.jar,C:\Users\filip\.m2\repository\com\fasterxml\jackson\core\jackson-databind\2.8.7\jackson-databind-2.8.7.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,fb6e31b050960abe2cdbcc7623fd21f5,6c3257ef458ac58a8da69a6dca3d2a15286d88c8,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.7,cpe:2.3:a:fasterxml:jackson-databind:2.8.7:*:*:*:*:*:*:*,CVE-2018-14721,CWE-918 Server-Side Request Forgery (SSRF),FasterXML jackson-databind 2.x before 2.9.7 might allow remote attackers to conduct server-side request forgery (SSRF) attacks by leveraging failure to block the axis2-jaxws class from polymorphic deserialization.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,10.0,/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,HIGH,40
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",jackson-databind-2.8.7.jar,C:\Users\filip\.m2\repository\com\fasterxml\jackson\core\jackson-databind\2.8.7\jackson-databind-2.8.7.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,fb6e31b050960abe2cdbcc7623fd21f5,6c3257ef458ac58a8da69a6dca3d2a15286d88c8,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.7,cpe:2.3:a:fasterxml:jackson-databind:2.8.7:*:*:*:*:*:*:*,CVE-2018-19360,CWE-502 Deserialization of Untrusted Data,FasterXML jackson-databind 2.x before 2.9.8 might allow attackers to have unspecified impact by leveraging failure to block the axis2-transport-jms class from polymorphic deserialization.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,40
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",jackson-databind-2.8.7.jar,C:\Users\filip\.m2\repository\com\fasterxml\jackson\core\jackson-databind\2.8.7\jackson-databind-2.8.7.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,fb6e31b050960abe2cdbcc7623fd21f5,6c3257ef458ac58a8da69a6dca3d2a15286d88c8,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.7,cpe:2.3:a:fasterxml:jackson-databind:2.8.7:*:*:*:*:*:*:*,CVE-2018-19361,CWE-502 Deserialization of Untrusted Data,FasterXML jackson-databind 2.x before 2.9.8 might allow attackers to have unspecified impact by leveraging failure to block the openjpa class from polymorphic deserialization.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,40
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",jackson-databind-2.8.7.jar,C:\Users\filip\.m2\repository\com\fasterxml\jackson\core\jackson-databind\2.8.7\jackson-databind-2.8.7.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,fb6e31b050960abe2cdbcc7623fd21f5,6c3257ef458ac58a8da69a6dca3d2a15286d88c8,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.7,cpe:2.3:a:fasterxml:jackson-databind:2.8.7:*:*:*:*:*:*:*,CVE-2018-19362,CWE-502 Deserialization of Untrusted Data,FasterXML jackson-databind 2.x before 2.9.8 might allow attackers to have unspecified impact by leveraging failure to block the jboss-common-core class from polymorphic deserialization.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,40
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",jackson-databind-2.8.7.jar,C:\Users\filip\.m2\repository\com\fasterxml\jackson\core\jackson-databind\2.8.7\jackson-databind-2.8.7.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,fb6e31b050960abe2cdbcc7623fd21f5,6c3257ef458ac58a8da69a6dca3d2a15286d88c8,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.7,cpe:2.3:a:fasterxml:jackson-databind:2.8.7:*:*:*:*:*:*:*,CVE-2018-5968,"CWE-502 Deserialization of Untrusted Data, CWE-184 Incomplete Blacklist",FasterXML jackson-databind through 2.8.11 and 2.9.x through 2.9.3 allows unauthenticated remote code execution because of an incomplete fix for the CVE-2017-7525 and CVE-2017-17485 deserialization flaws. This is exploitable via two different gadgets that bypass a blacklist.,NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,HIGH,8.1,/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,40
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",jackson-databind-2.8.7.jar,C:\Users\filip\.m2\repository\com\fasterxml\jackson\core\jackson-databind\2.8.7\jackson-databind-2.8.7.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,fb6e31b050960abe2cdbcc7623fd21f5,6c3257ef458ac58a8da69a6dca3d2a15286d88c8,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.7,cpe:2.3:a:fasterxml:jackson-databind:2.8.7:*:*:*:*:*:*:*,CVE-2018-7489,"CWE-502 Deserialization of Untrusted Data, CWE-184 Incomplete Blacklist","FasterXML jackson-databind before 2.7.9.3, 2.8.x before 2.8.11.1 and 2.9.x before 2.9.5 allows unauthenticated remote code execution because of an incomplete fix for the CVE-2017-7525 deserialization flaw. This is exploitable by sending maliciously crafted JSON input to the readValue method of the ObjectMapper, bypassing a blacklist that is ineffective if the c3p0 libraries are available in the classpath.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,40
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",jackson-databind-2.8.7.jar,C:\Users\filip\.m2\repository\com\fasterxml\jackson\core\jackson-databind\2.8.7\jackson-databind-2.8.7.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,fb6e31b050960abe2cdbcc7623fd21f5,6c3257ef458ac58a8da69a6dca3d2a15286d88c8,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.7,cpe:2.3:a:fasterxml:jackson-databind:2.8.7:*:*:*:*:*:*:*,CVE-2019-12086,CWE-502 Deserialization of Untrusted Data,"A Polymorphic Typing issue was discovered in FasterXML jackson-databind 2.x before 2.9.9. When Default Typing is enabled (either globally or for a specific property) for an externally exposed JSON endpoint, the service has the mysql-connector-java jar (8.0.14 or earlier) in the classpath, and an attacker can host a crafted MySQL server reachable by the victim, an attacker can send a crafted JSON message that allows them to read arbitrary local files on the server. This occurs because of missing com.mysql.cj.jdbc.admin.MiniAdmin validation.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:P/A:N,HIGH,7.5,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,40
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",jackson-databind-2.8.7.jar,C:\Users\filip\.m2\repository\com\fasterxml\jackson\core\jackson-databind\2.8.7\jackson-databind-2.8.7.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,fb6e31b050960abe2cdbcc7623fd21f5,6c3257ef458ac58a8da69a6dca3d2a15286d88c8,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.7,cpe:2.3:a:fasterxml:jackson-databind:2.8.7:*:*:*:*:*:*:*,CVE-2019-12384,CWE-502 Deserialization of Untrusted Data,"FasterXML jackson-databind 2.x before 2.9.9.1 might allow attackers to have a variety of impacts by leveraging failure to block the logback-core class from polymorphic deserialization. Depending on the classpath content, remote code execution may be possible.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:P/A:N,MEDIUM,5.9,/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,40
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",jackson-databind-2.8.7.jar,C:\Users\filip\.m2\repository\com\fasterxml\jackson\core\jackson-databind\2.8.7\jackson-databind-2.8.7.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,fb6e31b050960abe2cdbcc7623fd21f5,6c3257ef458ac58a8da69a6dca3d2a15286d88c8,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.7,cpe:2.3:a:fasterxml:jackson-databind:2.8.7:*:*:*:*:*:*:*,CVE-2019-12814,CWE-502 Deserialization of Untrusted Data,"A Polymorphic Typing issue was discovered in FasterXML jackson-databind 2.x through 2.9.9. When Default Typing is enabled (either globally or for a specific property) for an externally exposed JSON endpoint and the service has JDOM 1.x or 2.x jar in the classpath, an attacker can send a specifically crafted JSON message that allows them to read arbitrary local files on the server.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:P/A:N,MEDIUM,5.9,/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,40
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",jackson-databind-2.8.7.jar,C:\Users\filip\.m2\repository\com\fasterxml\jackson\core\jackson-databind\2.8.7\jackson-databind-2.8.7.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,fb6e31b050960abe2cdbcc7623fd21f5,6c3257ef458ac58a8da69a6dca3d2a15286d88c8,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.7,cpe:2.3:a:fasterxml:jackson-databind:2.8.7:*:*:*:*:*:*:*,CVE-2019-14379,CWE-915 Improperly Controlled Modification of Dynamically-Determined Object Attributes,"SubTypeValidator.java in FasterXML jackson-databind before 2.9.9.2 mishandles default typing when ehcache is used (because of net.sf.ehcache.transaction.manager.DefaultTransactionManagerLookup), leading to remote code execution.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,40
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",jackson-databind-2.8.7.jar,C:\Users\filip\.m2\repository\com\fasterxml\jackson\core\jackson-databind\2.8.7\jackson-databind-2.8.7.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,fb6e31b050960abe2cdbcc7623fd21f5,6c3257ef458ac58a8da69a6dca3d2a15286d88c8,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.7,cpe:2.3:a:fasterxml:jackson-databind:2.8.7:*:*:*:*:*:*:*,CVE-2019-14439,CWE-502 Deserialization of Untrusted Data,A Polymorphic Typing issue was discovered in FasterXML jackson-databind 2.x before 2.9.9.2. This occurs when Default Typing is enabled (either globally or for a specific property) for an externally exposed JSON endpoint and the service has the logback jar in the classpath.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:P/A:N,HIGH,7.5,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGH,40
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",jackson-databind-2.8.7.jar,C:\Users\filip\.m2\repository\com\fasterxml\jackson\core\jackson-databind\2.8.7\jackson-databind-2.8.7.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,fb6e31b050960abe2cdbcc7623fd21f5,6c3257ef458ac58a8da69a6dca3d2a15286d88c8,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.7,cpe:2.3:a:fasterxml:jackson-databind:2.8.7:*:*:*:*:*:*:*,CVE-2019-14540,CWE-502 Deserialization of Untrusted Data,A Polymorphic Typing issue was discovered in FasterXML jackson-databind before 2.9.10. It is related to com.zaxxer.hikari.HikariConfig.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,40
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",jackson-databind-2.8.7.jar,C:\Users\filip\.m2\repository\com\fasterxml\jackson\core\jackson-databind\2.8.7\jackson-databind-2.8.7.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,fb6e31b050960abe2cdbcc7623fd21f5,6c3257ef458ac58a8da69a6dca3d2a15286d88c8,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.7,cpe:2.3:a:fasterxml:jackson-databind:2.8.7:*:*:*:*:*:*:*,CVE-2019-14892,CWE-502 Deserialization of Untrusted Data,"A flaw was discovered in jackson-databind in versions before 2.9.10, 2.8.11.5 and 2.6.7.3, where it would permit polymorphic deserialization of a malicious object using commons-configuration 1 and 2 JNDI classes. An attacker could use this flaw to execute arbitrary code.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,40
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",jackson-databind-2.8.7.jar,C:\Users\filip\.m2\repository\com\fasterxml\jackson\core\jackson-databind\2.8.7\jackson-databind-2.8.7.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,fb6e31b050960abe2cdbcc7623fd21f5,6c3257ef458ac58a8da69a6dca3d2a15286d88c8,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.7,cpe:2.3:a:fasterxml:jackson-databind:2.8.7:*:*:*:*:*:*:*,CVE-2019-14893,CWE-502 Deserialization of Untrusted Data,"A flaw was discovered in FasterXML jackson-databind in all versions before 2.9.10 and 2.10.0, where it would permit polymorphic deserialization of malicious objects using the xalan JNDI gadget when used in conjunction with polymorphic type handling methods such as `enableDefaultTyping()` or when @JsonTypeInfo is using `Id.CLASS` or `Id.MINIMAL_CLASS` or in any other way which ObjectMapper.readValue might instantiate objects from unsafe sources. An attacker could use this flaw to execute arbitrary code.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,40
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",jackson-databind-2.8.7.jar,C:\Users\filip\.m2\repository\com\fasterxml\jackson\core\jackson-databind\2.8.7\jackson-databind-2.8.7.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,fb6e31b050960abe2cdbcc7623fd21f5,6c3257ef458ac58a8da69a6dca3d2a15286d88c8,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.7,cpe:2.3:a:fasterxml:jackson-databind:2.8.7:*:*:*:*:*:*:*,CVE-2019-16335,CWE-502 Deserialization of Untrusted Data,A Polymorphic Typing issue was discovered in FasterXML jackson-databind before 2.9.10. It is related to com.zaxxer.hikari.HikariDataSource. This is a different vulnerability than CVE-2019-14540.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,40
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",jackson-databind-2.8.7.jar,C:\Users\filip\.m2\repository\com\fasterxml\jackson\core\jackson-databind\2.8.7\jackson-databind-2.8.7.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,fb6e31b050960abe2cdbcc7623fd21f5,6c3257ef458ac58a8da69a6dca3d2a15286d88c8,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.7,cpe:2.3:a:fasterxml:jackson-databind:2.8.7:*:*:*:*:*:*:*,CVE-2019-16942,CWE-502 Deserialization of Untrusted Data,"A Polymorphic Typing issue was discovered in FasterXML jackson-databind 2.0.0 through 2.9.10. When Default Typing is enabled (either globally or for a specific property) for an externally exposed JSON endpoint and the service has the commons-dbcp (1.4) jar in the classpath, and an attacker can find an RMI service endpoint to access, it is possible to make the service execute a malicious payload. This issue exists because of org.apache.commons.dbcp.datasources.SharedPoolDataSource and org.apache.commons.dbcp.datasources.PerUserPoolDataSource mishandling.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,40
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",jackson-databind-2.8.7.jar,C:\Users\filip\.m2\repository\com\fasterxml\jackson\core\jackson-databind\2.8.7\jackson-databind-2.8.7.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,fb6e31b050960abe2cdbcc7623fd21f5,6c3257ef458ac58a8da69a6dca3d2a15286d88c8,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.7,cpe:2.3:a:fasterxml:jackson-databind:2.8.7:*:*:*:*:*:*:*,CVE-2019-16943,CWE-502 Deserialization of Untrusted Data,"A Polymorphic Typing issue was discovered in FasterXML jackson-databind 2.0.0 through 2.9.10. When Default Typing is enabled (either globally or for a specific property) for an externally exposed JSON endpoint and the service has the p6spy (3.8.6) jar in the classpath, and an attacker can find an RMI service endpoint to access, it is possible to make the service execute a malicious payload. This issue exists because of com.p6spy.engine.spy.P6DataSource mishandling.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,CRITICAL,9.8,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,40
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",jackson-databind-2.8.7.jar,C:\Users\filip\.m2\repository\com\fasterxml\jackson\core\jackson-databind\2.8.7\jackson-databind-2.8.7.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,fb6e31b050960abe2cdbcc7623fd21f5,6c3257ef458ac58a8da69a6dca3d2a15286d88c8,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.7,cpe:2.3:a:fasterxml:jackson-databind:2.8.7:*:*:*:*:*:*:*,CVE-2019-17267,CWE-502 Deserialization of Untrusted Data,A Polymorphic Typing issue was discovered in FasterXML jackson-databind before 2.9.10. It is related to net.sf.ehcache.hibernate.EhcacheJtaTransactionManagerLookup.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,40
Nivola - Nivola Service Portal Backend,"Wed, 16 Nov 2022 17:37:57 +0100",jackson-databind-2.8.7.jar,C:\Users\filip\.m2\repository\com\fasterxml\jackson\core\jackson-databind\2.8.7\jackson-databind-2.8.7.jar,General data-binding functionality for Jackson: works on core streaming API,http://www.apache.org/licenses/LICENSE-2.0.txt,fb6e31b050960abe2cdbcc7623fd21f5,6c3257ef458ac58a8da69a6dca3d2a15286d88c8,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.8.7,cpe:2.3:a:fasterxml:jackson-databind:2.8.7:*:*:*:*:*:*:*,CVE-2019-17531,CWE-502 Deserialization of Untrusted Data,"A Polymorphic Typing issue was discovered in FasterXML jackson-databind 2.0.0 through 2.9.10. When Default Typing is enabled (either globally or for a specific property) for an externally exposed JSON endpoint and the service has the apache-log4j-extra (version 1.2.x) jar in the classpath, and an attacker can provide a JNDI service to access, it is possible to make the service execute a malicious payload.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,CRITICAL,9.8,/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,40
